YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request,total_volume_area_1,total_volume_area_2,total_volume_area_3,total_volume_area_4,total_volume_area_9,total_volume_area_10,total_volume_area_11,total_volume_area_12,total_volume_area_13,total_volume_area_14
2025-07,10,60,2,20,1,123,15,5,2,24,2,1,2,20,4,150,41,13,5,19,10,5,14,3,1,147,6,7,1,141,26,21,10,20,10,0,2,10,6,10,45,10,18,71,66,20,71,7,2,6,44,7,0,6,8,34,,,,,,1374.0,,,,
2025-08,10,94,16,23,3,91,5,2,2,18,3,0,0,41,5,138,28,11,6,18,9,0,6,4,2,82,14,18,3,123,17,24,8,13,17,2,2,2,6,4,54,2,26,80,68,24,57,27,1,0,67,13,2,7,4,38,,,,,,1330.0,,,,
2025-09,10,73,4,13,0,112,18,1,1,17,1,0,1,43,4,119,22,8,1,9,7,1,7,7,2,61,8,15,1,113,12,11,8,11,7,0,0,7,7,2,71,5,50,64,30,54,38,10,2,6,101,8,3,1,4,22,,,,,,1203.0,,,,
2025-10,10,56,5,23,0,108,10,1,1,40,0,1,4,19,5,84,22,11,16,7,9,15,8,13,0,64,6,9,4,100,5,11,8,13,9,0,0,6,4,4,66,6,24,40,22,13,31,17,3,4,92,11,6,5,1,15,,,,,,1057.0,,,,
2025-11,10,50,13,9,0,81,6,2,0,21,0,0,2,25,3,73,15,5,1,10,4,6,2,1,0,33,8,4,2,61,3,4,7,6,8,0,0,9,6,13,58,13,34,15,17,14,17,20,5,1,36,4,3,3,0,50,,,,,,783.0,,,,
2025-12,10,77,10,0,0,60,12,3,0,40,1,1,0,13,0,66,15,4,7,15,5,18,2,2,0,18,11,2,0,29,1,5,4,1,16,0,1,9,3,5,38,7,20,8,11,2,6,3,3,1,27,16,1,2,0,10,,,,,,611.0,,,,
2019-01,11,5,20,9,0,10,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,27,0,0,4,0,0,3,1,70,11,0,0,0,2,1,33,0,0,0,0,4,2,10,1,0,93,0,1,1,0,0,,,,,,,320.0,,,
2019-02,11,4,30,3,2,8,10,0,0,2,0,1,0,1,1,35,0,4,0,0,0,0,3,0,0,94,2,1,0,3,0,10,9,11,13,0,0,1,0,0,40,1,1,1,0,3,11,18,0,0,94,2,3,0,0,0,,,,,,,422.0,,,
2019-03,11,34,27,12,2,15,14,0,0,15,1,0,1,8,1,32,35,9,4,5,1,1,2,1,2,171,5,6,2,26,8,24,4,6,14,2,2,3,0,1,66,5,15,3,9,2,20,28,0,2,118,4,4,2,0,2,,,,,,,776.0,,,
2019-04,11,15,40,17,4,15,7,0,4,10,0,1,1,9,2,46,21,8,3,9,7,0,5,1,4,102,3,6,0,51,7,12,19,10,26,0,2,11,2,6,42,2,16,16,12,11,28,29,0,0,40,7,1,7,0,13,,,,,,,710.0,,,
2019-05,11,20,35,16,8,24,14,1,1,8,2,2,0,9,3,44,13,17,0,7,1,0,7,0,2,110,7,10,1,60,18,18,25,14,30,0,1,5,8,6,65,0,12,15,9,20,38,56,5,3,15,24,0,2,14,28,,,,,,,853.0,,,
2019-06,11,33,33,19,3,20,16,2,6,3,2,2,0,11,1,56,15,9,1,5,2,0,6,0,1,140,4,9,1,83,21,24,24,17,24,0,1,2,4,11,82,1,33,26,24,17,36,115,2,4,6,16,0,1,15,18,,,,,,,1007.0,,,
2019-07,11,42,45,16,3,13,14,0,0,11,2,2,0,23,3,79,26,12,6,6,4,0,9,1,2,125,3,9,1,104,17,21,11,9,39,0,1,4,8,4,85,0,27,42,9,9,25,83,5,2,118,6,0,2,8,19,,,,,,,1115.0,,,
2019-08,11,30,37,17,1,22,9,0,0,12,1,1,0,22,2,58,17,10,4,6,7,1,4,1,5,144,7,11,7,114,13,20,8,12,39,1,0,6,10,5,105,3,16,22,20,12,38,84,3,4,68,6,0,1,7,22,,,,,,,1075.0,,,
2019-09,11,38,44,21,1,11,9,0,0,23,4,2,0,25,2,50,25,13,3,2,10,1,1,3,0,181,2,10,2,90,12,17,15,16,40,0,0,4,5,3,81,1,8,34,21,7,20,70,0,4,180,9,8,2,4,22,,,,,,,1156.0,,,
2019-10,11,31,54,28,2,7,9,1,1,20,1,1,2,32,6,37,37,13,2,4,3,22,2,0,2,95,2,15,1,66,2,23,8,8,73,1,2,0,4,4,75,3,21,16,12,6,29,84,3,2,32,7,2,2,6,26,,,,,,,947.0,,,
2019-11,11,29,43,8,1,4,9,5,1,13,0,0,5,13,5,33,30,6,1,6,3,1,2,0,0,66,5,3,4,52,1,7,5,7,42,0,0,1,5,11,52,3,41,6,17,4,13,26,2,2,28,4,0,0,0,82,,,,,,,707.0,,,
2019-12,11,33,39,8,1,13,7,1,0,13,0,0,0,11,0,26,28,11,0,9,3,6,1,0,0,125,4,5,1,21,4,10,4,5,19,0,0,3,3,5,48,2,19,6,17,3,5,12,1,1,17,1,1,1,0,20,,,,,,,573.0,,,
2020-01,11,32,28,2,1,21,4,2,2,12,0,0,2,9,0,35,70,4,1,2,3,1,1,0,1,82,5,5,0,35,3,12,7,15,27,0,1,5,4,1,71,0,14,3,5,7,9,12,1,3,11,5,1,4,0,5,,,,,,,586.0,,,
2020-02,11,25,23,4,1,10,8,2,1,8,0,0,4,8,1,25,59,10,0,6,3,3,4,1,1,103,8,10,1,18,4,16,1,7,47,0,2,5,6,0,28,2,17,4,3,14,8,17,1,1,9,1,0,0,0,1,,,,,,,541.0,,,
2020-03,11,24,18,6,1,7,3,1,6,7,2,0,1,16,3,22,38,1,2,8,3,1,5,0,3,104,0,10,1,50,8,7,8,4,20,1,1,4,3,3,44,4,18,10,9,8,16,29,1,1,12,2,0,5,0,3,,,,,,,564.0,,,
2020-04,11,8,15,15,2,11,5,2,29,12,4,8,1,6,2,39,22,10,2,4,2,2,4,5,2,120,9,3,3,76,4,10,6,15,15,0,0,4,5,2,46,3,15,17,9,8,15,27,3,2,7,1,1,2,0,19,,,,,,,659.0,,,
2020-05,11,24,17,10,10,25,16,2,17,3,0,0,1,21,7,51,21,6,1,9,6,2,8,1,1,58,4,24,2,126,11,15,30,20,39,0,0,1,4,9,30,8,29,23,12,6,39,53,2,4,5,15,0,52,4,34,,,,,,,918.0,,,
2020-06,11,36,23,13,5,26,4,2,10,6,0,1,1,13,8,73,25,8,0,11,5,0,2,3,1,33,8,5,0,142,16,13,27,9,43,1,0,2,4,4,39,2,16,43,62,17,42,112,2,3,9,11,1,2,5,36,,,,,,,985.0,,,
2020-07,11,35,14,11,5,29,13,1,17,21,0,0,1,16,2,85,24,11,1,9,1,10,2,1,2,25,6,13,2,221,11,10,17,15,67,0,2,1,2,4,46,0,21,28,17,12,36,100,7,4,4,12,0,1,5,23,,,,,,,1023.0,,,
2020-08,11,51,26,11,1,17,10,0,8,26,0,1,2,8,4,67,25,10,7,4,5,1,6,1,1,19,9,8,1,187,6,8,9,15,31,0,0,5,0,9,155,12,21,118,81,14,37,96,5,5,7,15,0,3,7,25,,,,,,,1200.0,,,
2020-09,11,69,13,9,2,24,15,1,5,20,1,0,0,14,7,55,11,8,1,8,5,1,3,15,2,22,2,7,0,179,56,8,6,16,72,1,3,0,4,3,67,1,15,31,33,13,25,56,2,2,7,1,7,1,3,27,,,,,,,959.0,,,
2020-10,11,32,13,8,0,15,13,0,5,16,1,0,4,18,3,43,19,7,1,4,3,4,4,0,0,19,10,17,0,114,9,9,8,10,25,0,0,2,3,1,63,6,22,33,18,3,21,37,0,1,4,4,3,9,0,34,,,,,,,698.0,,,
2020-11,11,32,15,1,1,12,8,3,18,7,2,1,2,6,2,50,21,11,0,2,5,3,3,1,0,14,2,8,0,80,6,9,4,5,28,0,1,0,1,7,29,7,19,17,18,0,18,30,2,1,2,0,0,0,0,71,,,,,,,585.0,,,
2020-12,11,26,11,3,0,20,5,1,14,18,0,0,0,9,1,39,31,3,3,10,3,0,2,0,0,41,1,2,0,72,8,5,4,5,14,1,2,2,2,1,51,1,12,3,3,0,9,5,5,1,4,1,1,1,0,10,,,,,,,466.0,,,
2021-01,11,21,10,3,0,28,10,2,10,24,0,4,1,5,5,50,16,3,4,6,3,7,3,4,0,70,5,1,0,61,10,4,6,24,20,2,0,4,1,1,28,1,5,3,0,2,7,4,0,0,6,0,0,2,0,3,,,,,,,489.0,,,
2021-02,11,16,4,2,2,19,9,2,1,20,1,0,1,8,0,27,12,1,1,59,2,8,2,1,3,44,60,0,1,29,6,8,2,3,30,0,0,2,3,1,28,4,18,4,3,1,1,9,0,0,3,5,0,1,0,0,,,,,,,467.0,,,
2021-03,11,29,4,13,2,42,13,3,11,14,2,0,1,13,1,51,30,3,0,14,4,3,5,0,0,145,26,1,2,119,11,15,8,19,26,0,2,1,4,0,74,4,37,12,19,9,18,28,2,2,7,5,0,6,0,15,,,,,,,875.0,,,
2021-04,11,36,3,18,2,24,4,2,5,19,0,0,0,14,2,46,54,5,7,8,4,11,3,5,0,54,9,4,0,108,4,10,2,16,38,0,0,5,1,6,32,6,10,13,8,15,15,25,1,5,7,10,1,1,0,29,,,,,,,707.0,,,
2021-05,11,35,3,4,0,13,14,4,2,3,0,0,1,11,3,44,28,10,1,3,6,1,8,0,1,40,9,3,1,143,49,18,9,18,24,0,3,7,6,6,43,8,11,21,17,4,22,61,3,3,5,1,1,4,5,30,,,,,,,770.0,,,
2021-06,11,46,6,4,10,27,6,3,1,7,0,2,1,5,6,56,28,12,6,10,6,1,3,0,0,31,8,9,1,174,59,9,26,16,18,0,1,4,3,5,37,1,23,45,48,5,31,73,1,1,2,23,0,13,8,32,,,,,,,953.0,,,
2021-07,11,40,7,10,4,26,13,3,0,4,2,0,1,22,4,95,27,16,0,9,3,0,2,0,2,82,9,4,1,187,109,19,19,25,19,0,2,5,2,8,38,4,28,47,44,11,34,63,2,1,122,5,1,11,6,28,,,,,,,1226.0,,,
2021-08,11,43,5,6,0,21,8,3,0,18,4,0,1,33,11,64,82,8,2,16,4,0,1,8,1,58,8,5,0,127,16,7,9,14,23,0,0,2,4,7,46,4,26,132,77,17,44,65,2,0,45,4,1,1,5,29,,,,,,,1117.0,,,
2021-09,11,33,7,10,0,14,12,5,6,12,1,1,2,13,3,46,47,6,3,5,6,1,3,1,1,37,6,12,1,107,12,18,8,20,28,2,0,2,4,8,42,3,17,23,4,6,22,55,0,5,9,7,20,3,4,26,,,,,,,749.0,,,
2021-10,11,31,7,11,3,13,10,4,3,4,1,1,0,13,6,37,46,4,3,6,2,1,0,3,2,26,5,5,2,109,5,10,10,11,9,0,0,3,0,3,31,4,25,46,23,8,19,50,1,3,5,23,0,1,0,25,,,,,,,673.0,,,
2021-11,11,39,8,5,0,15,10,2,3,10,0,0,0,9,4,43,36,8,2,1,3,0,5,1,1,44,6,0,2,57,3,4,0,5,13,0,0,1,0,11,46,3,5,11,5,4,18,29,3,2,9,2,0,0,0,45,,,,,,,533.0,,,
2021-12,11,31,1,4,0,20,8,1,2,9,0,0,1,3,2,38,28,10,3,10,2,0,8,0,1,25,2,0,2,40,5,3,6,4,28,1,0,2,1,6,17,4,36,17,6,0,5,9,1,1,8,5,0,3,0,16,,,,,,,435.0,,,
2022-01,11,28,5,1,0,23,7,1,3,28,0,1,1,3,4,44,37,5,0,12,1,2,1,3,1,65,11,3,2,26,4,3,1,7,10,0,0,3,5,1,14,3,15,5,4,4,9,0,1,0,5,10,1,3,0,2,,,,,,,428.0,,,
2022-02,11,29,2,1,6,10,4,4,3,24,0,0,0,8,1,34,20,2,1,4,5,0,3,0,1,91,8,0,0,23,3,14,2,7,12,0,0,5,4,2,38,5,22,0,4,1,4,0,4,2,4,9,0,5,0,1,,,,,,,432.0,,,
2022-03,11,44,4,28,3,16,3,3,0,36,0,2,0,18,5,41,32,4,2,7,7,3,2,1,2,156,7,5,0,65,12,7,8,8,19,0,0,6,6,3,70,4,24,24,13,17,28,0,5,3,3,16,4,4,0,7,,,,,,,787.0,,,
2022-04,11,50,4,38,4,11,12,4,0,13,1,1,3,9,5,32,46,3,1,4,11,0,3,1,2,161,1,2,4,56,9,8,14,21,12,0,1,5,3,6,45,5,15,9,9,21,29,34,1,2,7,23,1,1,0,14,,,,,,,777.0,,,
2022-05,11,45,6,22,4,24,9,3,1,9,0,1,0,13,5,53,51,4,0,13,7,2,1,0,0,96,3,7,1,81,22,6,18,9,7,0,0,2,3,7,43,3,14,16,12,12,36,48,6,1,8,20,0,4,7,38,,,,,,,803.0,,,
2022-06,11,38,5,10,5,29,9,3,1,13,1,0,0,7,9,53,78,6,2,19,8,2,5,1,1,67,4,4,1,109,7,20,10,12,6,1,4,7,5,5,47,3,16,66,38,17,49,87,6,5,8,7,0,0,10,24,,,,,,,950.0,,,
2022-07,11,49,4,8,2,16,15,2,1,6,3,1,3,14,5,65,45,14,0,8,6,0,3,0,1,63,5,13,0,131,14,17,12,13,6,2,0,6,5,7,47,5,19,84,47,31,23,80,1,2,7,7,0,0,6,33,,,,,,,957.0,,,
2022-08,11,42,5,12,3,25,14,1,1,12,1,3,1,21,3,74,45,8,3,15,5,1,3,4,0,41,2,7,3,135,14,10,6,11,11,0,1,4,4,5,40,2,17,66,52,21,26,64,9,3,9,5,2,0,8,24,,,,,,,904.0,,,
2022-09,11,29,2,4,4,18,15,1,2,8,0,0,3,28,3,50,50,2,1,3,2,0,11,5,1,32,1,37,3,113,5,18,21,14,5,0,2,4,5,4,62,5,26,60,20,32,34,58,2,4,24,5,1,59,4,18,,,,,,,920.0,,,
2022-10,11,29,5,4,4,12,9,5,0,13,1,0,0,20,6,39,38,7,0,6,5,2,8,2,1,26,3,21,1,89,9,19,19,11,36,0,1,2,4,6,52,3,34,21,16,11,12,28,1,6,7,5,1,1,0,26,,,,,,,687.0,,,
2022-11,11,42,6,1,0,10,11,2,1,22,0,0,1,11,5,44,25,2,2,9,3,3,3,1,0,34,2,1,1,44,3,13,8,4,3,2,2,5,6,17,50,6,9,37,28,3,12,11,5,1,6,2,5,2,1,54,,,,,,,581.0,,,
2022-12,11,50,1,3,0,13,6,4,0,1,0,0,3,4,2,32,37,6,0,11,4,2,2,2,1,41,8,11,0,31,3,4,7,2,5,1,0,2,1,7,32,2,27,7,10,2,6,8,2,3,9,0,0,2,0,15,,,,,,,432.0,,,
2023-01,11,44,8,5,2,19,9,0,1,17,1,1,0,4,4,28,42,3,1,5,5,5,0,1,1,70,2,0,1,45,13,7,9,3,9,1,1,1,0,1,29,3,22,1,5,21,9,0,1,2,6,19,0,1,0,3,,,,,,,491.0,,,
2023-02,11,27,6,8,4,19,8,2,3,9,0,1,1,6,0,33,25,4,5,4,3,5,1,0,0,81,0,1,1,32,3,12,30,15,4,0,2,4,3,6,27,6,22,5,9,15,15,15,1,5,10,17,0,4,0,0,,,,,,,519.0,,,
2023-03,11,34,8,26,1,19,11,4,1,8,0,1,0,8,6,28,42,2,1,9,4,2,6,2,0,85,0,5,1,70,8,19,12,9,5,0,3,1,4,10,36,2,19,6,1,8,13,0,0,2,3,7,0,3,0,6,,,,,,,561.0,,,
2023-04,11,42,2,12,4,10,6,6,0,4,2,0,0,16,2,46,27,2,2,2,5,1,0,1,0,63,4,4,3,52,1,16,15,30,2,0,0,2,2,9,27,2,18,16,6,19,28,2,1,1,8,2,0,2,0,19,,,,,,,546.0,,,
2023-05,11,23,2,16,1,26,7,2,1,5,2,0,2,18,10,43,45,5,3,2,3,4,8,1,1,46,3,9,0,118,6,17,8,15,13,0,0,6,6,4,13,3,27,14,15,21,32,4,4,2,13,1,0,2,4,35,,,,,,,671.0,,,
2023-06,11,51,8,14,1,20,7,0,2,5,1,0,0,14,9,45,31,6,9,6,6,0,7,0,0,26,4,10,1,120,6,11,9,7,4,0,0,1,6,6,27,3,20,36,38,31,32,10,0,2,12,5,0,3,4,26,,,,,,,702.0,,,
2023-07,11,24,7,7,8,23,12,3,1,8,2,0,0,17,11,61,25,6,3,7,4,3,2,4,1,47,3,4,2,106,3,16,36,14,7,0,0,3,2,3,35,4,20,91,81,8,40,15,0,3,19,25,1,137,6,52,,,,,,,1022.0,,,
2023-08,11,44,14,4,2,18,7,6,1,8,1,1,0,20,3,77,20,7,1,6,6,3,5,5,6,46,6,6,0,124,17,16,7,16,7,0,0,4,0,1,42,4,24,45,34,46,33,32,0,5,4,15,0,3,2,30,,,,,,,834.0,,,
2023-09,11,43,7,9,0,16,2,2,0,10,0,2,0,14,5,39,21,8,6,2,6,4,4,3,0,41,3,5,1,99,8,10,3,6,6,0,2,2,5,2,17,5,22,16,18,17,28,63,0,3,10,8,1,0,1,30,,,,,,,635.0,,,
2023-10,11,41,13,7,0,11,8,2,1,18,0,1,0,20,2,51,28,4,9,4,7,7,7,5,1,36,4,2,0,69,10,16,9,7,2,0,0,5,4,5,31,5,22,22,23,10,22,60,1,2,10,2,0,3,0,35,,,,,,,664.0,,,
2023-11,11,37,6,8,0,20,6,1,1,6,0,0,0,7,5,56,47,4,2,10,3,7,3,2,2,23,2,3,1,82,4,1,10,4,15,0,0,5,4,6,24,4,16,9,2,2,13,49,0,3,10,0,1,3,0,66,,,,,,,595.0,,,
2023-12,11,47,11,2,0,9,4,1,0,8,1,2,1,14,2,41,37,5,4,6,5,7,4,2,1,21,0,4,0,56,2,9,4,8,12,0,1,5,0,6,27,3,31,8,1,4,11,87,3,1,7,3,1,1,0,14,,,,,,,544.0,,,
2024-01,11,48,11,3,3,18,6,4,6,40,0,2,1,8,1,31,33,10,2,6,2,17,0,6,3,49,2,0,1,52,2,11,10,11,8,0,0,2,1,3,56,2,24,21,16,5,16,68,0,1,12,13,2,5,0,5,,,,,,,659.0,,,
2024-02,11,32,7,10,3,18,7,2,3,16,2,0,1,8,2,40,39,3,3,5,3,1,2,0,0,66,4,5,2,44,4,15,7,5,20,0,0,2,1,6,21,4,29,14,11,1,14,57,1,1,11,5,0,2,0,3,,,,,,,562.0,,,
2024-03,11,28,4,9,4,17,8,1,0,8,2,1,0,11,2,48,34,7,1,3,7,1,6,0,1,57,0,3,2,62,6,7,18,8,16,0,0,5,10,3,30,4,28,10,11,9,19,31,0,1,15,12,1,4,0,8,,,,,,,583.0,,,
2024-04,11,45,6,12,1,19,11,1,3,9,0,0,1,12,2,51,24,8,0,9,2,1,6,0,3,57,4,15,0,46,2,12,14,15,15,0,0,5,8,3,14,4,33,18,17,32,25,2,0,6,21,8,2,0,1,17,,,,,,,622.0,,,
2024-05,11,49,8,15,2,26,8,5,0,5,5,0,2,26,6,55,24,4,1,4,8,4,1,1,4,58,8,16,1,90,9,7,16,16,8,0,0,2,9,4,17,8,22,93,97,16,46,0,1,4,6,19,0,2,11,47,,,,,,,896.0,,,
2024-06,11,77,7,5,7,20,8,5,1,1,1,0,0,15,2,68,26,6,2,13,4,0,4,3,3,90,5,2,0,108,7,18,7,14,12,0,0,5,0,2,16,4,39,125,111,65,54,3,5,3,3,11,23,2,4,37,,,,,,,1053.0,,,
2024-07,11,47,3,15,11,32,5,2,8,13,0,1,0,14,6,65,37,4,2,4,4,3,3,0,0,112,6,7,2,106,1,8,19,25,11,0,2,3,4,4,33,4,31,83,68,49,54,1,2,1,11,10,0,4,9,30,,,,,,,979.0,,,
2024-08,11,49,4,12,1,34,10,2,0,11,0,0,0,19,2,75,23,4,4,12,9,1,2,2,1,83,2,7,0,103,7,9,12,16,8,1,0,1,4,2,37,3,34,30,44,42,23,14,2,5,13,6,2,0,6,26,,,,,,,819.0,,,
2024-09,11,62,2,14,1,29,9,0,2,15,0,0,1,17,7,56,21,11,5,1,3,2,3,25,2,65,2,14,0,91,2,4,4,9,12,0,0,4,3,5,42,2,20,28,46,22,26,2,0,1,10,12,0,2,7,22,,,,,,,745.0,,,
2024-10,11,50,12,12,1,38,7,3,3,6,0,1,1,25,8,80,29,8,1,9,7,0,11,3,3,33,3,12,0,92,4,8,9,16,6,0,2,9,0,3,16,5,27,25,47,38,29,1,0,2,9,2,2,0,1,21,,,,,,,740.0,,,
2024-11,11,52,7,7,1,24,7,0,3,5,0,1,0,9,1,47,33,7,3,4,4,3,6,0,1,31,2,3,0,74,1,6,2,4,7,0,1,3,2,5,10,3,30,14,19,8,9,5,1,1,12,3,0,0,0,48,,,,,,,529.0,,,
2024-12,11,52,3,5,0,22,2,1,1,38,0,0,0,6,2,32,24,1,1,6,0,1,1,1,1,35,3,2,0,42,3,4,4,3,4,0,0,3,3,2,36,3,27,7,10,38,7,43,1,0,12,14,0,0,0,29,,,,,,,535.0,,,
2025-01,11,64,4,4,3,20,6,1,3,38,0,0,0,7,3,31,41,2,3,7,3,10,1,1,0,28,4,0,2,38,4,6,5,5,11,0,0,1,0,1,14,3,23,3,7,2,11,113,0,0,41,23,0,6,0,2,,,,,,,605.0,,,
2025-02,11,62,5,6,1,23,11,2,3,15,0,0,1,5,2,24,15,5,2,2,1,3,3,0,0,81,1,13,1,41,5,5,3,4,4,0,0,0,4,5,16,3,29,6,11,29,8,97,2,1,13,1,0,5,0,1,,,,,,,580.0,,,
2025-03,11,57,7,22,1,30,13,0,3,4,1,2,1,12,5,35,24,8,1,2,3,4,3,1,0,62,3,2,1,65,6,7,0,13,9,3,1,1,3,6,16,5,25,9,21,34,16,227,0,0,9,4,0,6,0,6,,,,,,,799.0,,,
2025-04,11,34,3,21,4,48,15,4,3,10,0,0,0,7,4,58,35,4,0,5,4,0,6,12,1,87,1,8,0,62,8,14,9,14,13,0,1,3,1,8,20,3,22,13,7,48,22,172,2,3,13,12,0,3,0,23,,,,,,,870.0,,,
2025-05,11,35,7,24,2,34,21,0,3,5,1,0,1,15,4,47,43,10,1,4,10,1,6,1,1,104,2,5,1,92,5,7,11,8,11,1,1,4,6,4,27,4,30,170,152,87,50,49,1,1,6,5,0,3,3,50,,,,,,,1176.0,,,
2025-06,11,53,3,13,4,39,11,1,1,5,0,0,0,19,5,71,29,9,1,21,7,0,4,0,1,79,1,2,3,127,21,8,15,10,10,1,0,1,2,2,16,2,17,92,39,63,39,67,3,3,8,5,0,1,19,42,,,,,,,995.0,,,
2025-07,11,59,0,9,1,39,12,0,1,11,1,0,0,24,9,73,46,5,3,10,1,1,5,2,2,89,2,16,2,129,36,6,18,9,18,0,1,7,1,3,16,1,38,123,48,9,37,26,4,1,19,8,1,1,14,41,,,,,,,1038.0,,,
2025-08,11,50,2,4,4,30,12,1,1,10,1,0,0,20,6,64,38,7,1,4,6,2,4,3,0,47,7,8,3,153,27,7,10,18,18,0,1,3,2,0,19,2,41,69,33,13,31,75,2,2,33,10,0,3,9,38,,,,,,,954.0,,,
2025-09,11,64,5,3,0,18,9,2,4,14,0,0,0,18,1,52,29,1,19,5,1,3,5,1,1,36,5,8,3,108,8,11,6,8,20,0,0,2,3,0,18,7,42,28,14,7,23,17,0,2,60,9,1,0,6,27,,,,,,,734.0,,,
2025-10,11,47,3,11,4,21,6,5,3,4,0,3,0,22,1,69,47,2,1,2,3,0,6,2,1,24,3,16,1,151,5,7,7,2,9,0,1,1,2,4,33,5,29,24,21,5,25,42,1,5,37,4,0,0,3,30,,,,,,,760.0,,,
2025-11,11,49,5,4,0,56,7,2,5,4,0,0,0,10,7,43,48,3,1,9,8,0,2,0,3,12,2,2,1,69,6,3,2,11,9,0,0,3,2,8,17,1,19,16,16,12,14,91,0,1,28,2,0,0,0,63,,,,,,,676.0,,,
2025-12,11,41,6,3,0,27,5,2,2,46,1,0,0,6,6,32,32,3,5,3,7,3,2,1,3,9,7,3,2,24,2,2,2,1,2,0,2,0,5,1,24,2,23,5,6,0,8,71,2,4,11,10,0,0,0,9,,,,,,,473.0,,,
2019-01,12,2,17,0,0,7,2,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,19,0,0,1,0,0,2,0,88,11,0,0,0,7,0,12,1,2,0,0,2,5,10,0,0,110,1,0,0,0,0,,,,,,,,307.0,,
2019-02,12,1,8,1,0,4,4,1,0,5,0,1,0,0,0,33,0,0,0,1,1,0,1,0,0,80,1,0,1,2,1,2,7,8,7,0,0,2,1,0,58,2,1,1,0,3,11,9,0,0,115,1,2,0,0,0,,,,,,,,376.0,,
2019-03,12,7,13,4,0,14,2,0,0,8,0,1,0,9,2,41,23,4,0,7,0,4,3,8,0,170,5,6,0,15,7,15,11,12,20,0,0,4,0,2,99,6,10,15,9,8,17,20,1,4,138,1,4,3,0,5,,,,,,,,757.0,,
2019-04,12,13,24,10,1,9,3,0,0,5,1,3,0,7,1,43,10,5,1,3,3,1,2,0,1,130,3,7,1,16,9,17,23,16,15,0,0,1,3,2,88,6,9,34,28,29,38,38,1,0,51,19,0,2,0,15,,,,,,,,747.0,,
2019-05,12,13,25,13,6,12,7,2,1,8,0,1,0,14,0,49,26,6,0,3,3,1,3,0,0,164,11,10,0,21,4,12,43,6,17,0,0,2,1,5,75,7,5,55,27,14,47,52,0,3,25,37,2,13,6,18,,,,,,,,875.0,,
2019-06,12,17,25,7,0,16,7,2,1,9,1,3,0,23,5,66,20,5,0,3,1,1,2,4,1,234,4,9,2,36,2,18,28,12,33,0,1,4,5,2,128,8,18,48,23,7,48,86,3,1,18,9,0,1,7,26,,,,,,,,1040.0,,
2019-07,12,27,20,4,1,13,2,2,0,5,0,1,0,24,3,76,23,5,3,8,4,1,5,2,0,152,3,14,0,46,5,14,7,11,11,1,0,3,2,2,75,4,21,53,25,33,30,101,0,1,131,18,1,0,16,26,,,,,,,,1035.0,,
2019-08,12,21,28,7,2,12,3,0,1,4,1,1,0,31,2,78,26,6,0,5,2,0,1,1,2,155,10,17,0,73,5,7,28,11,7,0,3,0,1,1,74,3,47,58,29,13,46,69,0,3,130,15,1,5,15,23,,,,,,,,1083.0,,
2019-09,12,22,17,5,0,19,9,0,0,8,0,0,2,15,3,55,18,5,2,8,1,1,0,3,0,157,2,18,1,47,6,9,12,11,4,0,0,3,3,3,103,5,9,35,27,7,29,76,0,1,133,11,4,3,3,23,,,,,,,,938.0,,
2019-10,12,15,23,10,1,15,16,0,2,22,0,0,0,25,0,41,19,9,3,3,6,2,3,3,0,150,5,7,0,29,6,4,13,10,10,0,0,3,3,2,102,6,8,34,31,10,23,32,0,0,50,15,1,1,12,32,,,,,,,,817.0,,
2019-11,12,17,21,5,0,7,3,4,3,12,0,0,0,13,0,24,14,8,0,6,3,3,3,1,2,48,2,4,0,12,5,3,6,2,28,0,0,3,1,4,30,4,5,22,30,1,9,33,1,0,31,7,0,2,0,92,,,,,,,,534.0,,
