YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request,total_volume_area_23,total_volume_area_24,total_volume_area_26
2021-05,29,75,4,7,0,30,30,14,2,7,69,1,0,23,45,108,68,12,1,8,3,1,2,1,2,45,12,23,0,90,27,8,7,7,38,1,6,10,15,6,69,6,40,25,8,3,29,36,14,14,5,3,1,3,89,2,,,
2021-06,29,91,8,5,1,29,45,10,1,6,63,1,1,22,53,130,74,10,2,11,4,4,6,104,2,56,8,17,2,122,28,14,14,6,16,1,1,9,17,9,37,12,33,39,22,4,16,59,20,15,2,14,0,12,1469,6,,,
2021-07,29,69,5,12,2,37,49,15,2,13,50,1,0,20,61,111,59,10,1,15,4,3,8,23,4,67,8,22,4,151,42,9,13,2,29,1,0,7,19,7,59,2,18,44,24,0,20,61,29,13,33,5,4,5,957,5,,,
2021-08,29,79,0,12,0,29,50,21,3,11,51,1,0,23,47,126,76,12,0,6,7,4,3,11,3,47,6,19,2,158,18,10,11,7,15,0,4,14,16,6,135,10,45,65,36,2,14,65,23,14,12,6,0,4,612,8,,,
2021-09,29,91,12,4,2,21,49,13,1,7,39,1,0,14,46,118,81,6,2,13,6,3,3,2,1,37,6,21,2,169,26,3,5,5,31,0,1,6,17,4,49,11,18,45,13,7,12,55,19,9,5,0,0,3,867,1,,,
2021-10,29,80,3,12,0,21,44,31,3,8,27,1,1,10,40,100,56,4,3,7,13,3,5,13,3,35,7,7,3,134,31,6,14,2,40,0,1,4,26,5,80,12,41,40,17,3,6,39,18,11,3,6,0,7,0,1,,,
2021-11,29,48,10,9,1,20,39,24,1,5,17,0,1,11,45,67,48,13,0,10,8,2,4,0,8,30,1,13,5,85,15,7,4,0,24,2,2,3,13,4,74,8,44,12,5,3,2,10,11,13,7,3,0,7,0,5,,,
2021-12,29,42,9,7,0,17,45,16,1,16,16,1,5,6,25,87,28,5,0,25,11,3,3,1,3,18,8,5,0,40,14,1,3,2,25,0,0,7,22,6,39,11,28,15,14,41,11,3,12,19,1,2,0,3,0,1,,,
2022-01,29,29,4,1,0,14,40,34,2,17,8,1,1,5,22,51,48,5,0,12,5,29,5,6,4,15,9,7,1,32,14,1,2,1,31,0,1,5,33,1,17,5,12,3,1,1,3,0,6,24,2,3,2,5,0,1,,,
2022-02,29,44,2,2,0,11,45,28,2,6,8,1,0,8,33,43,36,4,1,18,3,10,5,1,3,42,5,5,2,35,11,5,7,3,30,1,0,9,16,2,99,5,92,1,2,39,4,1,10,7,3,2,0,8,0,1,,,
2022-03,29,78,6,5,1,31,41,24,3,7,87,4,0,7,63,97,79,7,0,9,21,7,5,0,3,109,8,8,4,61,30,8,11,7,15,1,2,8,18,12,87,9,42,18,2,4,7,0,13,4,1,11,0,6,0,2,,,
2022-04,29,100,12,39,3,20,31,15,7,5,65,2,0,9,31,64,44,11,1,10,8,0,3,3,2,94,9,16,2,96,25,7,12,8,6,0,1,4,52,14,19,5,32,21,4,18,14,22,10,21,4,23,1,3,3,4,,,
2022-05,29,44,9,16,1,23,42,11,2,6,82,2,0,18,59,81,37,14,1,7,8,2,8,4,1,71,4,10,2,78,15,9,12,8,8,0,7,8,22,3,59,10,45,27,11,8,19,31,14,12,6,11,1,5,113,8,,,
2022-06,29,51,14,19,2,20,78,18,6,27,46,1,0,22,42,70,69,16,0,12,9,4,10,24,3,70,14,24,2,90,17,4,14,7,5,1,3,6,26,6,170,15,54,163,191,16,30,63,12,17,3,12,0,4,188,2,,,
2022-07,29,107,13,15,2,32,31,14,4,19,47,1,0,17,37,98,86,11,2,18,10,6,5,18,6,39,11,20,6,70,19,8,11,5,4,2,2,6,26,7,105,4,26,71,17,29,38,56,9,16,11,6,1,3,70,8,,,
2022-08,29,58,9,12,0,23,46,18,3,26,116,2,0,27,54,90,88,11,0,12,13,8,9,9,5,31,13,22,1,88,28,8,7,7,4,4,8,11,23,6,105,0,25,62,18,79,18,54,16,13,7,4,0,0,75,4,,,
2022-09,29,48,9,8,2,16,47,9,0,7,29,2,1,19,40,81,38,14,1,9,7,2,9,0,3,17,2,19,3,107,18,7,7,6,6,1,6,10,18,6,90,5,30,34,6,2,14,44,16,13,9,1,0,1,41,4,,,
2022-10,29,76,13,8,0,17,42,14,0,10,9,1,5,37,29,66,76,7,0,4,6,6,10,14,7,19,7,14,0,67,11,1,4,2,11,1,0,10,27,5,119,6,23,31,9,50,43,21,11,17,3,3,1,2,17,2,,,
2022-11,29,86,1,10,0,21,34,10,3,2,5,1,1,11,31,65,61,6,0,14,5,1,3,0,9,12,6,8,1,46,4,6,9,1,2,0,6,9,28,10,62,5,35,22,11,85,28,10,9,6,5,0,2,4,2,1,,,
2022-12,29,53,2,3,0,21,35,52,2,16,9,2,2,13,40,64,43,7,3,13,7,29,2,0,6,15,9,9,2,26,9,0,4,2,4,2,1,6,20,6,65,7,31,9,6,10,10,0,8,13,1,5,1,2,0,3,,,
2023-01,29,61,5,8,0,23,41,15,1,22,14,3,0,11,26,48,74,2,2,9,9,6,9,0,4,40,12,4,1,39,13,3,5,5,6,3,10,14,32,6,41,5,21,8,5,1,7,0,11,13,3,4,3,4,0,1,,,
2023-02,29,55,6,7,0,20,37,18,3,17,24,1,0,13,32,66,100,9,3,4,3,20,5,6,1,89,4,9,3,34,8,3,8,4,5,1,3,10,27,4,35,5,55,63,8,142,13,5,10,17,5,13,2,11,0,1,,,
2023-03,29,77,16,17,1,24,40,7,3,9,54,2,0,23,30,82,59,6,2,7,4,7,8,1,7,84,3,16,7,41,15,3,11,0,7,1,2,8,32,5,37,1,53,16,9,44,4,1,14,9,4,7,2,8,0,2,,,
2023-04,29,57,7,13,0,26,27,12,4,16,30,2,1,20,29,67,63,6,1,7,8,7,14,0,4,46,8,13,2,35,18,3,9,4,2,0,0,5,24,12,63,7,17,20,10,9,8,6,6,18,4,6,0,4,1,2,,,
2023-05,29,71,13,12,1,95,45,17,4,6,46,1,0,15,30,155,37,7,2,6,12,5,13,3,4,44,7,21,3,61,28,3,15,12,6,1,2,9,26,8,40,6,28,27,4,3,22,82,14,17,12,4,2,5,34,7,,,
2023-06,29,53,31,10,1,21,28,15,3,9,29,0,1,22,27,86,47,10,0,5,4,3,8,2,17,43,6,11,3,70,19,4,5,8,5,3,0,1,26,11,43,3,41,38,8,95,24,96,21,19,19,5,1,5,52,7,,,
2023-07,29,58,16,11,5,26,47,36,2,10,26,0,0,24,17,98,82,8,3,21,11,4,10,14,10,38,6,26,3,74,18,14,31,10,14,1,2,7,29,6,67,5,48,60,27,572,14,54,16,16,19,29,3,548,50,5,,,
2023-08,29,76,10,9,6,26,49,22,4,9,27,0,0,29,34,90,46,11,5,18,4,5,6,117,7,40,5,25,4,67,30,5,16,9,3,1,0,6,46,13,73,3,44,73,14,518,17,88,12,16,6,19,0,19,62,9,,,
2023-09,29,60,6,23,1,24,50,20,0,13,18,0,0,23,44,87,108,8,2,6,1,1,9,3,3,26,4,21,1,61,21,10,18,24,20,4,6,16,34,8,81,13,25,51,16,77,16,129,18,17,7,9,0,3,38,4,,,
2023-10,29,90,24,19,1,17,37,15,4,12,28,0,0,21,26,56,52,5,2,5,7,5,12,2,9,30,5,13,2,82,18,6,7,6,10,1,2,5,32,10,53,8,22,48,3,159,11,53,8,30,4,2,0,2,21,4,,,
2023-11,29,97,3,8,0,18,40,10,4,10,12,0,2,17,29,70,112,6,2,41,11,4,8,0,4,18,4,11,6,39,22,5,8,3,11,1,7,3,33,9,32,3,43,14,0,1,12,25,16,18,8,9,2,2,2,6,,,
2023-12,29,48,14,7,0,17,44,18,4,8,20,2,0,18,28,60,28,5,0,8,4,8,3,1,5,12,3,15,2,34,20,4,5,2,9,0,0,2,36,5,20,2,25,21,6,3,6,22,10,16,5,2,1,2,0,5,,,
2024-01,29,59,11,3,3,21,51,57,2,15,9,1,2,11,15,58,36,4,1,23,8,28,7,3,9,41,3,12,2,24,9,1,7,3,10,2,3,7,29,5,53,6,32,6,7,4,5,33,8,19,8,9,0,8,0,0,,,
2024-02,29,72,11,6,1,13,31,13,3,15,36,0,0,21,60,61,35,11,2,7,12,7,6,2,4,102,3,7,6,32,27,5,5,7,10,0,2,5,44,15,19,4,25,9,4,5,9,75,8,15,6,0,1,3,0,2,,,
2024-03,29,72,13,6,1,21,24,12,8,3,41,4,1,9,47,71,21,8,0,15,14,3,4,2,11,35,2,10,1,32,18,3,8,13,24,0,1,4,40,15,37,7,25,21,5,2,16,122,21,14,2,17,0,1,0,1,,,
2024-04,29,54,19,24,1,33,33,11,4,8,29,2,0,22,29,82,61,8,3,4,9,0,6,3,10,57,2,19,2,59,14,10,15,15,31,0,3,6,39,15,24,6,17,16,10,14,13,81,16,20,10,13,0,8,17,0,,,
2024-05,29,73,10,19,7,21,38,15,1,5,46,1,1,27,30,92,77,9,1,11,12,5,8,8,9,54,6,23,2,68,23,1,16,8,19,0,2,5,28,15,41,10,14,26,13,20,29,73,13,26,10,31,0,7,140,4,,,
2024-06,29,55,14,8,0,25,39,17,8,8,21,3,2,24,35,74,48,13,0,19,3,3,5,18,8,47,5,19,3,61,21,7,7,4,14,2,4,1,31,12,63,7,21,42,26,2,21,73,27,11,3,6,0,2,81,2,,,
2024-07,29,51,13,14,4,24,47,11,1,8,46,1,1,33,45,86,98,6,3,15,8,3,6,47,5,75,2,26,1,71,26,11,13,21,44,3,7,8,21,16,102,11,53,153,190,1,38,52,30,14,8,10,0,3,68,6,,,
2024-08,29,75,7,11,1,25,39,19,2,10,28,2,1,15,31,82,117,13,0,16,8,2,6,14,4,39,3,14,1,45,32,11,7,11,16,3,12,12,18,4,64,2,14,47,25,16,11,129,21,9,7,7,2,8,51,3,,,
2024-09,29,66,3,12,0,23,28,15,3,22,46,2,0,22,38,64,64,14,1,6,6,9,3,3,6,34,6,22,1,58,19,4,14,9,17,0,3,1,20,6,41,1,25,38,11,7,13,36,12,13,6,11,0,1,53,1,,,
2024-10,29,71,5,6,0,16,39,11,2,9,27,0,1,20,41,72,80,4,2,3,10,5,5,5,10,28,3,19,2,70,16,2,8,8,12,0,1,2,36,5,33,9,28,29,16,5,10,82,23,14,3,7,1,1,11,4,,,
2024-11,29,71,12,7,1,14,39,18,4,8,20,1,1,10,21,67,70,2,5,7,8,7,7,2,6,16,0,16,4,37,4,3,9,3,4,0,1,3,30,6,58,4,24,22,4,3,7,145,9,11,8,1,3,3,0,5,,,
2024-12,29,41,1,9,0,20,34,19,1,22,13,1,1,27,33,50,64,2,3,18,3,7,4,7,7,9,9,12,1,24,17,3,8,2,12,0,5,5,37,7,45,4,41,13,2,2,7,118,3,4,7,13,0,8,0,1,,,
2025-01,29,69,9,2,0,16,52,36,5,44,12,4,2,9,29,63,50,7,3,19,10,45,8,5,13,12,5,13,4,20,10,2,5,2,7,0,3,5,25,2,58,7,23,10,3,1,5,139,7,14,3,12,2,7,0,0,,,
2025-02,29,45,9,5,0,18,31,9,1,13,17,3,11,14,29,54,76,7,3,9,8,7,4,0,4,27,5,17,1,22,9,1,0,2,5,1,1,4,43,4,64,5,32,3,0,1,14,121,10,13,3,2,0,3,0,0,,,
2025-03,29,79,11,8,1,22,24,18,2,24,30,1,1,23,38,85,78,3,6,8,2,3,9,3,5,40,3,15,0,50,15,7,12,2,11,1,1,4,39,15,106,5,58,8,5,8,15,92,8,9,4,17,3,7,0,1,,,
2025-04,29,90,4,22,0,23,39,7,4,16,33,0,0,22,53,98,53,13,3,15,14,9,9,0,7,74,4,19,1,36,20,5,13,6,21,1,4,7,32,14,41,1,35,29,9,4,12,26,19,7,2,15,1,5,3,3,,,
2025-05,29,105,13,16,2,18,45,10,0,12,28,2,2,46,37,74,118,9,1,5,11,8,8,0,5,35,5,16,1,47,13,13,5,4,9,1,6,9,37,8,77,7,22,13,11,18,14,1,11,8,13,11,0,2,40,7,,,
2025-06,29,81,5,11,0,28,59,20,1,9,74,1,0,22,32,100,77,5,1,25,10,3,6,77,14,40,7,17,1,59,32,4,14,14,18,0,2,6,24,24,45,7,37,31,39,4,24,21,12,7,5,22,0,8,86,7,,,
2025-07,29,114,20,11,3,37,53,20,3,19,50,3,0,45,41,123,75,4,2,56,6,8,7,68,4,57,7,29,4,75,53,10,11,6,8,0,3,5,29,27,73,5,29,46,71,11,25,37,19,8,14,21,0,11,95,6,,,
2025-08,29,124,17,12,2,24,42,17,0,10,62,5,1,16,44,95,31,12,3,12,9,1,6,22,7,27,4,24,2,56,21,11,15,7,17,3,3,10,27,3,38,1,23,23,12,12,16,41,11,15,5,18,0,14,79,8,,,
2025-09,29,77,9,11,0,17,25,11,3,17,39,1,1,31,67,77,53,19,1,6,1,1,6,16,7,13,4,12,2,61,58,5,7,5,9,0,3,2,45,37,47,2,38,37,8,45,12,10,11,8,6,8,0,4,55,11,,,
2025-10,29,114,11,5,3,18,50,19,6,15,24,1,0,25,54,55,68,14,2,12,16,11,3,6,1,8,8,19,1,66,17,4,8,5,14,0,0,6,28,3,26,6,46,28,6,16,8,17,8,7,8,4,0,4,17,9,,,
2025-11,29,70,9,4,5,15,31,24,3,8,16,1,0,22,37,53,65,4,1,7,7,3,2,1,7,15,2,7,4,36,19,3,4,3,9,1,5,5,24,6,18,5,31,14,9,33,4,73,6,7,18,4,0,2,0,3,,,
2025-12,29,65,2,1,2,6,43,31,3,13,5,1,3,15,42,60,96,1,0,20,5,4,2,1,20,5,2,14,5,20,12,5,2,1,3,0,1,3,31,2,24,6,30,5,0,0,4,56,3,12,8,6,0,6,0,2,,,
2019-01,30,14,28,11,0,19,13,6,2,0,0,4,0,0,0,0,1,0,2,0,0,0,3,0,12,21,0,0,4,0,0,6,0,21,6,0,0,0,9,0,16,0,6,0,0,4,7,2,4,0,32,1,1,0,0,0,,,
2019-02,30,32,27,14,0,13,35,9,3,4,0,1,0,0,2,60,24,1,3,0,1,2,4,0,10,259,2,0,5,7,2,5,8,3,13,0,0,0,6,0,57,1,8,4,1,1,11,10,3,1,18,2,0,1,0,0,,,
2019-03,30,71,65,43,5,20,27,6,4,21,10,2,0,14,14,95,269,5,5,4,9,8,5,8,10,342,1,6,3,47,13,8,8,4,26,1,1,16,22,4,100,10,45,4,4,5,20,18,7,15,21,5,1,3,0,0,,,
2019-04,30,40,52,39,2,24,61,7,10,25,4,0,3,21,19,73,343,6,4,3,7,2,6,8,6,125,1,7,3,42,13,11,18,4,67,0,4,14,13,4,93,6,12,11,3,2,17,38,4,6,12,23,1,8,0,4,,,
2019-05,30,51,62,39,2,29,34,10,5,15,4,4,1,30,10,107,288,5,4,2,9,4,13,35,10,222,7,5,5,52,18,24,45,12,44,1,7,27,19,5,116,3,56,19,5,11,40,170,14,15,5,19,0,5,46,4,,,
2019-06,30,47,43,84,2,37,44,1,9,6,4,1,0,11,28,98,336,12,6,1,6,6,14,171,6,274,6,8,5,74,17,21,33,10,45,0,4,8,18,5,131,8,16,22,12,8,34,79,17,15,4,9,1,3,53,5,,,
2019-07,30,74,47,113,5,36,35,3,4,9,9,1,1,22,30,121,381,7,3,7,13,2,9,384,9,153,8,13,4,109,36,39,25,15,31,1,3,17,26,4,217,9,33,31,19,23,31,104,10,15,52,14,0,5,62,10,,,
2019-08,30,79,32,33,1,35,41,3,21,16,10,7,0,24,26,127,436,5,3,5,9,2,9,63,10,139,4,17,7,137,26,18,9,104,42,1,3,12,28,5,188,3,18,19,14,10,39,79,9,12,78,6,0,1,76,8,,,
2019-09,30,69,40,71,4,26,38,4,6,20,3,6,1,26,18,148,537,7,4,6,5,4,9,33,7,115,5,18,1,116,22,12,21,11,48,4,2,5,10,3,239,2,7,24,13,10,33,85,18,22,31,17,1,2,24,6,,,
2019-10,30,91,53,47,3,33,32,9,6,15,3,0,0,14,17,96,530,5,4,6,11,4,7,11,3,113,4,16,9,111,14,13,57,10,105,1,26,23,29,4,243,9,19,27,12,16,31,100,8,15,15,10,0,8,29,8,,,
2019-11,30,49,29,20,4,28,66,1,3,10,4,2,0,23,14,72,403,6,1,0,4,4,9,1,15,77,8,13,3,56,7,13,31,6,23,0,2,5,22,8,98,6,10,4,8,9,11,39,2,8,10,6,1,4,2,5,,,
2019-12,30,47,38,47,0,28,40,11,5,13,1,1,1,17,6,76,430,1,3,0,11,0,7,2,20,93,5,11,2,34,10,4,6,4,48,0,1,22,33,8,119,5,21,8,2,0,8,8,2,9,7,1,0,4,0,2,,,
2020-01,30,97,49,45,2,37,45,9,2,15,1,2,2,11,15,73,437,2,3,4,8,2,11,0,20,66,6,12,7,66,12,8,22,39,43,0,0,8,18,7,130,4,35,8,2,4,12,22,9,11,18,9,1,6,0,3,,,
2020-02,30,90,25,17,0,26,31,3,6,14,2,2,3,19,24,60,278,3,4,2,4,3,9,1,6,74,3,12,5,82,9,11,5,10,54,3,2,13,18,7,105,9,12,5,2,0,16,27,4,12,12,3,0,1,0,0,,,
2020-03,30,80,30,28,1,27,27,13,21,8,2,9,1,7,32,70,428,7,1,2,3,1,13,0,5,150,2,12,2,62,14,14,22,4,53,3,6,19,25,9,73,4,21,4,7,3,16,43,8,11,2,9,2,1,0,2,,,
2020-04,30,19,13,27,2,24,21,8,65,11,6,8,2,14,20,77,484,5,4,5,9,3,2,1,5,44,3,12,5,48,17,2,18,3,52,0,8,13,15,8,81,1,19,8,3,13,9,17,4,8,8,17,1,8,0,3,,,
2020-05,30,17,15,14,2,37,23,9,31,12,1,0,1,30,26,109,419,6,5,9,9,10,17,12,6,59,9,11,4,74,22,9,50,4,30,0,4,6,20,6,104,5,12,15,2,10,7,37,10,11,5,23,1,34,6,5,,,
2020-06,30,37,45,34,0,44,21,4,23,7,9,1,3,16,14,150,516,10,2,13,7,2,11,190,5,35,13,12,7,99,22,9,27,9,74,2,2,8,24,5,198,9,25,53,35,4,32,204,12,11,2,6,0,1,37,2,,,
2020-07,30,67,24,30,2,65,35,14,26,9,6,4,0,11,9,193,276,7,9,31,13,17,11,687,8,64,7,13,2,142,21,18,16,18,41,1,6,12,27,1,202,2,16,47,28,17,37,160,11,12,8,10,1,5,28,7,,,
2020-08,30,59,30,36,1,52,32,5,15,34,8,1,1,19,21,132,351,11,7,2,10,12,17,355,5,40,13,25,3,155,22,7,48,14,40,2,10,15,23,6,206,6,11,87,49,5,30,207,8,14,11,4,4,5,28,6,,,
2020-09,30,102,32,43,4,39,28,7,24,20,6,6,1,8,20,102,434,3,7,5,18,1,13,1,1,71,5,14,2,149,21,12,45,9,55,1,0,10,22,3,199,11,16,26,10,2,24,78,8,8,5,5,2,2,26,7,,,
2020-10,30,69,21,58,1,33,39,8,24,9,7,1,4,22,28,108,385,8,1,9,13,1,9,2,10,29,6,14,2,131,19,9,25,10,27,1,6,13,28,3,187,5,24,20,11,1,12,79,3,9,2,7,2,6,6,2,,,
2020-11,30,63,24,4,1,28,21,9,28,17,4,7,2,7,25,102,315,4,2,4,8,12,8,1,7,29,6,9,1,105,15,6,9,5,80,0,7,9,16,3,84,9,5,9,11,12,11,25,2,10,34,3,0,2,20,12,,,
2020-12,30,68,17,33,0,37,29,12,22,7,1,5,0,9,20,97,534,1,3,19,13,4,3,0,17,111,8,16,2,91,11,4,13,11,75,0,1,8,21,1,56,1,9,4,3,1,8,17,4,2,2,2,0,0,0,0,,,
2021-01,30,90,18,9,0,33,40,15,13,8,1,3,1,8,11,101,385,0,2,10,8,6,9,2,11,99,7,9,2,69,16,3,22,2,23,1,4,10,14,2,42,9,4,7,0,2,8,14,5,2,1,1,0,3,0,1,,,
2021-02,30,72,5,2,2,20,59,29,4,14,1,4,0,8,12,57,198,2,3,78,2,19,4,1,24,80,18,1,3,30,14,3,4,0,33,0,5,12,15,2,76,4,34,2,1,6,4,9,2,8,1,4,0,2,0,1,,,
2021-03,30,174,18,26,1,45,45,14,16,11,2,1,0,14,28,122,496,2,5,20,7,3,12,0,2,113,23,11,5,102,35,4,21,19,33,1,2,11,15,15,134,9,16,7,9,4,15,41,13,4,7,4,2,4,0,0,,,
2021-04,30,58,15,59,3,33,30,11,4,10,7,5,1,9,23,125,519,7,3,7,8,2,22,6,3,88,12,10,4,84,26,15,6,10,47,0,2,2,21,11,73,7,27,16,5,10,16,41,2,5,3,3,0,0,0,1,,,
2021-05,30,53,10,25,4,39,25,10,8,12,4,1,0,12,24,105,446,11,2,6,4,3,12,19,4,84,0,8,3,100,29,10,10,18,23,2,1,8,18,3,52,9,10,19,9,4,53,69,5,6,48,4,2,3,12,10,,,
2021-06,30,123,17,15,5,46,43,6,7,22,9,0,1,18,27,145,514,17,9,21,9,2,8,566,3,59,10,8,0,180,34,8,34,37,97,1,2,17,16,6,100,9,18,70,58,9,33,78,16,3,11,14,0,9,63,3,,,
2021-07,30,116,2,29,2,42,44,18,7,19,7,6,0,11,41,124,413,7,9,7,8,11,10,424,12,142,20,12,1,185,23,7,19,28,19,3,7,2,17,12,28,5,17,22,29,10,27,90,11,13,42,7,0,5,18,12,,,
2021-08,30,93,13,23,1,40,64,20,6,13,6,5,0,34,36,114,462,12,7,7,8,7,4,352,8,72,10,4,6,199,49,16,9,14,39,0,3,13,13,4,58,4,31,66,93,11,37,94,12,6,18,9,0,6,24,6,,,
2021-09,30,115,9,18,1,41,37,19,12,7,8,2,1,26,29,104,491,1,3,10,13,5,14,4,1,34,10,16,8,146,25,8,16,10,30,2,2,13,12,8,36,7,14,31,19,4,17,42,3,11,7,1,0,2,52,9,,,
2021-10,30,86,3,15,1,21,39,6,7,17,4,4,0,16,20,82,306,17,3,3,8,6,7,1,3,43,8,14,4,128,26,7,25,13,67,0,0,15,16,12,66,4,18,14,35,8,15,34,3,7,3,12,4,2,0,1,,,
2021-11,30,145,7,22,1,32,33,8,2,11,3,0,1,16,23,87,243,12,0,8,10,7,2,2,7,44,16,7,1,77,7,4,25,6,71,0,3,7,13,6,57,7,36,18,9,8,9,39,3,8,67,2,0,3,0,3,,,
2021-12,30,88,7,19,0,25,30,4,9,10,1,0,0,6,9,89,365,6,1,30,6,3,6,0,9,38,13,12,3,82,13,3,14,2,41,0,0,10,21,1,58,3,32,14,13,3,8,12,5,9,11,4,0,4,0,10,,,
2022-01,30,89,14,3,0,24,43,19,8,25,4,5,0,8,18,78,219,0,5,16,8,18,11,0,11,25,4,9,2,38,21,3,2,7,33,2,0,8,20,2,21,3,37,0,2,0,11,8,3,10,7,5,1,4,0,0,,,
2022-02,30,147,3,4,1,22,39,11,7,15,3,0,1,6,36,60,248,5,3,9,6,20,17,0,9,106,6,9,1,38,22,6,8,8,22,2,0,5,16,4,25,4,49,1,1,12,0,3,3,9,10,4,1,6,0,0,,,
2022-03,30,141,12,35,0,28,36,10,1,11,5,1,0,7,36,91,395,5,5,8,6,9,11,1,8,266,11,8,5,69,36,7,12,11,38,4,1,5,19,5,70,11,37,13,7,14,20,0,3,6,3,16,1,4,0,1,,,
2022-04,30,104,2,48,2,34,34,3,0,14,5,2,2,15,23,70,331,8,2,5,6,2,14,1,14,331,3,7,1,83,21,10,17,8,22,0,5,3,15,3,36,6,15,10,14,36,11,17,6,17,1,10,0,1,1,5,,,
2022-05,30,114,5,29,1,35,43,7,8,23,9,3,0,21,28,92,299,13,6,7,7,3,14,299,14,203,8,16,3,91,28,13,27,10,13,0,2,10,12,6,84,12,32,13,12,17,27,58,3,9,16,19,0,1,6,5,,,
2022-06,30,96,5,38,0,33,40,8,12,12,10,3,1,21,20,103,263,18,3,11,14,5,17,643,7,117,7,23,4,121,46,10,24,14,18,1,8,6,23,2,140,11,56,167,106,114,42,111,8,8,11,14,0,6,20,13,,,
2022-07,30,89,7,41,1,39,44,7,4,13,6,1,0,16,27,112,387,6,7,8,11,2,7,256,6,124,5,15,3,86,35,4,7,14,10,2,0,4,9,4,136,12,28,52,23,143,28,75,12,11,11,8,1,4,7,6,,,
2022-08,30,75,20,14,0,41,38,10,4,14,12,1,0,14,25,132,466,7,5,10,4,5,8,137,7,66,2,24,5,109,34,11,10,13,5,2,12,14,24,3,136,7,18,54,33,96,30,61,3,6,20,2,0,3,20,6,,,
2022-09,30,79,15,47,0,50,44,8,8,21,5,1,0,21,33,133,423,19,8,9,13,5,8,181,7,171,4,21,7,138,35,7,43,33,18,1,3,12,12,2,111,5,24,35,25,293,41,74,7,5,12,10,1,1,25,4,,,
2022-10,30,107,6,14,1,26,32,10,6,12,2,1,0,25,18,100,288,4,2,12,3,3,12,0,10,51,5,5,2,86,15,3,57,24,15,2,4,8,18,4,107,6,21,9,9,92,7,41,3,9,3,4,0,1,7,4,,,
2022-11,30,96,18,20,0,25,28,10,1,16,0,0,1,21,24,84,400,9,0,10,11,5,4,3,7,30,9,5,4,99,17,13,13,7,10,1,7,15,17,3,88,7,31,17,18,124,10,36,2,4,6,9,0,5,0,3,,,
2022-12,30,127,11,13,0,29,26,17,4,22,4,0,1,8,21,90,323,3,2,60,4,13,10,0,15,44,2,5,2,51,9,5,5,1,18,2,3,8,20,2,26,3,30,5,4,294,3,4,2,6,7,7,1,2,0,1,,,
2023-01,30,104,8,32,0,32,37,11,4,28,2,0,0,15,17,81,332,6,4,6,9,7,11,4,17,112,5,3,2,46,26,11,7,9,20,4,6,16,9,1,54,10,37,7,3,32,7,2,5,3,1,11,2,0,0,3,,,
2023-02,30,131,9,65,2,26,29,13,4,24,6,5,0,18,17,46,348,2,3,13,13,8,5,1,11,145,5,8,2,33,16,11,24,10,7,0,4,11,15,4,61,5,33,9,4,33,10,1,1,6,5,29,2,11,0,0,,,
2023-03,30,88,20,30,0,28,41,5,6,13,13,2,2,9,12,82,296,6,5,9,11,5,12,1,12,132,5,8,5,68,16,10,16,11,25,0,1,6,18,7,68,9,38,8,7,87,25,4,3,9,39,12,2,6,0,1,,,
2023-04,30,60,7,22,1,40,37,9,10,7,6,2,0,9,26,106,173,8,3,9,7,5,10,6,8,78,5,10,0,69,17,7,10,9,14,1,0,8,26,10,54,2,20,13,11,95,31,80,3,7,12,4,0,4,0,5,,,
2023-05,30,79,24,18,1,60,31,5,6,15,9,1,0,18,25,140,460,13,4,10,11,1,8,173,10,41,2,12,4,51,33,16,8,8,14,3,0,5,18,4,31,9,12,15,9,74,26,129,9,15,51,7,0,2,6,3,,,
2023-06,30,117,17,14,1,41,43,9,9,13,7,7,0,11,26,162,388,9,8,10,7,11,14,503,4,77,4,14,5,83,18,9,18,11,19,0,0,8,21,9,50,5,21,15,21,15,24,152,10,9,6,12,0,4,2,1,,,
